iter	RMSE
295	29.55364308
296	29.54378971
297	29.53417853
298	29.52405865
299	29.51181768
300	29.50280914
301	29.49302484
302	29.48584641
303	29.47517586
304	29.46153757
305	29.45053009
306	29.43538728
307	29.42536645
308	29.41834339
309	29.40879282
310	29.39745025
311	29.39032956
312	29.38477471
313	29.37263788
314	29.36264768
315	29.35505035
316	29.35099996
317	29.34160946
318	29.33302795
319	29.32428212
320	29.31609567
321	29.30773842
322	29.29579055
323	29.28695626
324	29.28105475
325	29.27110733
326	29.26250598
327	29.25660736
328	29.2480373
329	29.24040836
330	29.2316503
331	29.22455397
332	29.21565756
333	29.20433086
334	29.19821534
335	29.18315661
336	29.17606437
337	29.16597096
338	29.15938901
339	29.15354087
340	29.14637217
341	29.13711578
342	29.12750415
343	29.11896899
344	29.10830518
345	29.10152929
346	29.09187496
347	29.08364923
348	29.07763911
349	29.069743
350	29.05794066
351	29.04780641
352	29.04252788
353	29.0358376
354	29.02755581
355	29.02308963
356	29.01789376
357	29.003564
358	28.99403973
359	28.98677112
360	28.97764121
361	28.96922918
362	28.96296858
363	28.95648682
364	28.94897271
365	28.9418684
366	28.93190906
367	28.92570427
368	28.91900118
369	28.90977412
370	28.89320055
371	28.88137986
372	28.87140101
373	28.86230952
374	28.85417512
375	28.84480437
376	28.83474305
377	28.82324916
378	28.81753625
379	28.80963747
380	28.80035195
381	28.78762828
382	28.77834434
383	28.77067473
384	28.76236656
385	28.75446046
386	28.74469792
387	28.73682567
388	28.7297413
389	28.72410564
390	28.71914312
391	28.71062302
392	28.70343513
393	28.69871995
394	28.69317264
395	28.68442873
396	28.67756346
397	28.67163273
398	28.66702684
399	28.65939697
400	28.65368947
401	28.64763218
402	28.63630159
403	28.62912592
404	28.61673885
405	28.61071126
406	28.60477211
407	28.59861277
408	28.59358782
409	28.58604165
410	28.57731673
411	28.57406651
412	28.56744672
413	28.56130846
414	28.55282392
415	28.5468376
416	28.53759178
417	28.52662583
418	28.52001629
419	28.51067917
420	28.50676221
421	28.49991239
422	28.49253473
423	28.49004238
424	28.47937276
425	28.47141289
426	28.46227254
427	28.4568559
428	28.45392245
429	28.44595983
430	28.43563514
431	28.4268647
432	28.41540537
433	28.4110865
434	28.40398349
435	28.39971327
436	28.39233249
437	28.38548012
438	28.37888552
439	28.36759999
440	28.36271496
441	28.35665625
442	28.34846167
443	28.34029947
444	28.33254274
445	28.32182058
446	28.31951024
447	28.3081937
448	28.29923453
449	28.29297747
450	28.28544348
451	28.2797114
452	28.27035611
453	28.26415481
454	28.25748559
455	28.25159731
456	28.24287401
457	28.23331513
458	28.22461746
459	28.22041817
460	28.21432378
461	28.20976088
462	28.20307571
463	28.19765724
464	28.19025947
465	28.18637561
466	28.17590833
467	28.16570129
468	28.1567554
469	28.15148829
470	28.14640011
471	28.13871629
472	28.13152279
473	28.12674553
474	28.12301237
475	28.11493032
476	28.10407284
477	28.09500933
478	28.09103346
479	28.07948147
480	28.07183306
481	28.06679755
482	28.0618744
483	28.05748353
484	28.0486481
485	28.03926985
486	28.03282495
487	28.02117938
488	28.01921042
489	28.01450755
490	28.00415682
491	27.99894716
492	27.99032475
493	27.98665582
494	27.98062327
495	27.97427145
496	27.96893045
497	27.96644898
498	27.9629731
499	27.95388393
500	27.94449311
501	27.94094556
502	27.93719647
503	27.93139459
504	27.92600255
505	27.9184627
506	27.90933627
507	27.90315821
508	27.89728289
509	27.89362092
510	27.88484675
511	27.87877861
512	27.87358095
513	27.86591876
514	27.86179957
515	27.85335223
516	27.85023803
517	27.84086197
518	27.83275204
519	27.82271372
520	27.81697929
521	27.81247458
522	27.8074304
523	27.80332289
524	27.79707389
525	27.79005135
526	27.78490587
527	27.77987725
528	27.77487128
529	27.76693329
530	27.7643263
531	27.76146894
532	27.75454964
533	27.7486156
534	27.74503028
535	27.73769412
536	27.73219457
537	27.7250396
538	27.71904834
539	27.71345484
540	27.71039252
541	27.6979294
542	27.6921905
543	27.68882944
544	27.68282007
545	27.67429333
546	27.66549689
547	27.65830034
548	27.65386764
549	27.64975094
550	27.64267458
551	27.63448178
552	27.62810604
553	27.62216483
554	27.61439594
555	27.60628351
556	27.598177
557	27.59401625
558	27.58977901
559	27.58328529
560	27.5768941
561	27.57156579
562	27.56506247
563	27.55756113
564	27.54910477
565	27.54544951
566	27.53929977
567	27.53239175
568	27.52734974
569	27.52218155
570	27.51311256
571	27.50726644
572	27.49604662
573	27.49300555
574	27.48717957
575	27.47777051
576	27.46893478
577	27.46139717
578	27.45437632
579	27.446164
580	27.43927808
581	27.43566102
582	27.43040478
583	27.42744145
584	27.41704032
585	27.40953308
586	27.40295522
587	27.39390634
588	27.38740001
589	27.38284825
590	27.37841038
591	27.37188854
592	27.36689244
593	27.36449064
594	27.35665272
595	27.35112042
596	27.34656038
597	27.34170706
598	27.33384963
599	27.3301764
600	27.32371993
601	27.31433527
602	27.30817069
603	27.30534745
604	27.30298571
605	27.29580955
606	27.29056142
607	27.28576316
608	27.28179546
609	27.27392516
610	27.26954008
611	27.26401879
612	27.25623825
613	27.2525916
614	27.24552712
615	27.23720389
616	27.2342886
617	27.22631383
618	27.22167108
619	27.21437397
620	27.20826331
621	27.20270739
622	27.19578379
623	27.19058295
624	27.18550712
625	27.18053351
626	27.17465736
627	27.16713761
628	27.16238284
629	27.1538841
630	27.14875206
631	27.14261052
632	27.13549815
633	27.13130418
634	27.12844303
635	27.12458011
636	27.11927656
637	27.11321153
638	27.10905349
639	27.10305247
640	27.09535205
641	27.09081787
642	27.08806919
643	27.07691547
644	27.07216861
645	27.06900514
646	27.06567594
647	27.06187628
648	27.05593562
649	27.04890493
650	27.0433472
651	27.03947584
652	27.03458525
653	27.0303792
654	27.0250492
655	27.02195476
656	27.01585227
657	27.01136081
658	27.00664394
659	27.00232836
660	26.99612945
661	26.99005226
662	26.98408027
663	26.97837139
664	26.97376904
665	26.96787717
666	26.96232275
667	26.95368894
668	26.94695071
669	26.944449
670	26.94009588
671	26.9348506
672	26.92867746
673	26.9241874
674	26.91753856
675	26.91275664
676	26.90568054
677	26.8977338
678	26.89508291
679	26.88921395
680	26.88401287
681	26.88133844
682	26.87571736
683	26.87278955
684	26.86830903
685	26.86278478
686	26.85860523
687	26.85471261
688	26.8523866
689	26.8460182
690	26.83908717
691	26.82987326
692	26.82750302
693	26.82210861
694	26.81429503
695	26.81217047
696	26.8095449
697	26.8057505
698	26.80021581
699	26.79798179
700	26.79582189
701	26.7904995
702	26.78536495
703	26.78204518
704	26.77712337
705	26.77350021
706	26.76755826
707	26.76310512
708	26.75740396
709	26.75535937
710	26.75005269
711	26.74552901
712	26.74268671
713	26.7389998
714	26.73218759
715	26.72795008
716	26.72353927
717	26.71732755
718	26.71311324
719	26.70669103
720	26.70117357
721	26.69552484
722	26.69068068
723	26.68368953
724	26.6799524
725	26.67364231
726	26.66845082
727	26.66336102
728	26.65620405
729	26.65234166
730	26.64570241
731	26.64391786
732	26.63972384
733	26.63399822
734	26.62830701
735	26.62401155
736	26.61883152
737	26.61458939
738	26.60912753
739	26.60614911
740	26.60088108
741	26.59517829
742	26.59236456
743	26.58971027
744	26.586509
745	26.58347462
746	26.57778251
747	26.57223102
748	26.56587124
749	26.56058093
750	26.55386057
751	26.54915785
752	26.54327681
753	26.53676543
754	26.53104656
755	26.52418266
756	26.51844052
757	26.51428392
758	26.51094494
759	26.50764045
760	26.50354745
761	26.500314
762	26.49609915
763	26.48988564
764	26.48447334
765	26.48057598
766	26.47641218
767	26.4693272
768	26.46337184
769	26.45898878
770	26.45321213
771	26.44821766
772	26.44310365
773	26.43667905
774	26.43334248
775	26.43008701
776	26.42346938
777	26.42089086
778	26.41584845
779	26.41166388
780	26.40784339
781	26.40274084
782	26.40039353
783	26.39388411
784	26.38762957
785	26.38195984
786	26.37706193
787	26.37433457
788	26.36921435
789	26.3649985
790	26.36071918
791	26.35557111
792	26.35199007
793	26.34751329
794	26.34250461
795	26.34008439
796	26.33424765
797	26.33132551
798	26.32501508
799	26.31473827
800	26.30595311
801	26.29855548
802	26.29219154
803	26.28858265
804	26.27926334
805	26.27543445
806	26.27081204
807	26.2667187
808	26.26104165
809	26.25255709
810	26.24718605
811	26.24216643
812	26.2361057
813	26.23400914
814	26.23017026
815	26.2233052
816	26.2167643
817	26.21091984
818	26.2071293
819	26.20259701
820	26.19834996
821	26.19366351
822	26.18708029
823	26.18266744
824	26.1766924
825	26.1713986
826	26.16866767
827	26.16299153
828	26.15771928
829	26.15062026
830	26.14523605
831	26.14019896
832	26.13773211
833	26.1348839
834	26.13254522
835	26.12944474
836	26.12451349
837	26.12088121
838	26.11466513
839	26.11093291
840	26.10842949
841	26.10565339
842	26.0973347
843	26.09364343
844	26.0876013
845	26.08378613
846	26.07186362
847	26.06611437
848	26.06129866
849	26.05752036
850	26.05524575
851	26.04982672
852	26.04379371
853	26.03942133
854	26.03549494
855	26.03050977
856	26.02573328
857	26.02063899
858	26.01333949
859	26.00933058
860	26.0060381
861	26.00172538
862	25.99732587
863	25.99219593
864	25.98859483
865	25.98230792
866	25.97805396
867	25.97643792
868	25.97156368
869	25.96762348
870	25.96595164
871	25.96459229
872	25.95940013
873	25.95628026
874	25.9542497
875	25.94747384
876	25.94206122
877	25.93880261
878	25.9336362
879	25.9294367
880	25.92656188
881	25.92484634
882	25.92146432
883	25.9192784
884	25.91385018
885	25.90938521
886	25.90516555
887	25.9019695
888	25.8948655
889	25.89136692
890	25.88586987
891	25.88145769
892	25.87808251
893	25.87476191
894	25.87184027
895	25.86733898
896	25.86257872
897	25.85808942
898	25.85532864
899	25.85227286
900	25.84997809
901	25.84445418
902	25.839986
903	25.83472734
904	25.83010736
905	25.82527782
906	25.8191769
907	25.81514777
908	25.81253544
909	25.80789414
910	25.80543818
911	25.79579042
912	25.79086015
913	25.78554962
914	25.78138538
915	25.77681066
916	25.76648879
917	25.76184761
918	25.75805075
919	25.75513431
920	25.74975735
921	25.74880146
922	25.74276316
923	25.7376564
924	25.73402388
925	25.73184875
926	25.72886699
927	25.72375936
928	25.7207262
929	25.71907655
930	25.71594187
931	25.70871187
932	25.7062684
933	25.70038291
934	25.69765703
935	25.69382557
936	25.69137454
937	25.68721063
938	25.68368921
939	25.68179794
940	25.67807071
941	25.66885923
942	25.66311431
943	25.65868028
944	25.65249118
945	25.64902797
946	25.64467983
947	25.64017392
948	25.6337632
949	25.62275248
950	25.61931764
951	25.61248157
952	25.60948455
953	25.60713753
954	25.60026825
955	25.59588826
956	25.59388974
957	25.58701826
958	25.58084691
959	25.57340817
960	25.56847849
961	25.56758438
962	25.56431642
963	25.56095577
964	25.557647
965	25.55572296
966	25.55178815
967	25.54973265
968	25.54636211
969	25.54466045
970	25.53878026
971	25.53481632
972	25.53191559
973	25.52810366
974	25.52530616
975	25.52247848
976	25.51861879
977	25.51480287
978	25.5125571
979	25.51069958
980	25.50887954
981	25.50502578
982	25.49798178
983	25.49215477
984	25.49034953
985	25.48332119
986	25.48137417
987	25.47976498
988	25.47693006
989	25.47560883
990	25.47304658
991	25.46954784
992	25.46393373
993	25.45809757
994	25.45233943
995	25.44823323
996	25.4443842
997	25.44061498
998	25.43900958
999	25.43480193
